epoch,gumbel_tau,train_loss,train_ce,train_acc,val_loss,val_acc,best_acc,boundary_budget_loss,boundary_flatness_loss,boundary_mean,boundary_std,boundary_soft_peak_count,route_entropy,route_entropy_band_loss,self_route_mass,useful_transition_mass,route_disallowed_mass,route_allowed_loss,route_identity_loss,primitive_entropy,primitive_top1_share,primitive_sign_negative_share,primitive_uniform_loss,primitive_diversity_loss,sign_balance_loss,program_cost,memory_write_cost,logit_norm,aux_total,train_seconds,train_samples_per_sec,eval_seconds,eval_samples_per_sec
1,1.0,2.07001593208313,2.0604460662206012,0.21908333333333332,1.6642259941101074,0.383,0.383,0.0076160731792269875,2.634276969426234e-06,0.2724268913269043,0.08952255312601726,2.113355491638184,1.0399385784467061,0.004860890755992538,0.2468321671883265,0.3403352449735006,0.4128326875368754,0.4128326875368754,0.0,1.3230445623397826,0.27106510432561237,0.45766927099227905,0.0,0.06405851364135742,0.002097751549750683,0.37011039368311566,8.402158683776856,0.5205584419965744,0.009569858022034168,35.135166517982725,341.5381564751718,3.149255278025521,635.0707781472495
2,0.92,1.569562570889791,1.5608646949132283,0.40066666666666667,1.3586785383224487,0.4635,0.4635,0.02158831337466836,0.0,0.24601845169067382,0.14558284695943197,1.6975443051656087,0.6530951105753581,0.0,0.24567512273788453,0.4222294351259867,0.33209532451629636,0.33209532451629636,0.0,1.2042767244974772,0.26897656257947283,0.4875491537253062,0.0,0.07715399964650473,0.003573446752522917,0.4614365873336792,8.344261823018392,2.2455750211079915,0.008697860558827718,32.18925969701377,372.7951531955627,2.7211586920020636,734.981023296558
3,0.8464,1.2809031699498494,1.2722306578954061,0.5265833333333333,1.0134739475250245,0.6385,0.6385,0.013124057302639509,0.0,0.25893904399871825,0.16628328013420104,1.9709620526631673,0.6339895296096801,0.0,0.24360243912537893,0.4253832966486613,0.33101427086194357,0.33101427086194357,0.0,1.0471124343872071,0.35260156257947284,0.45150651049613955,0.0,0.1549349021911621,0.009057718543029376,0.49975182859102885,8.03421014404297,3.5683627173105874,0.00867250802864631,30.35525375601719,395.31871801998335,2.6641865609853994,750.6981790570486
4,0.778688,1.0306215491294861,1.0217651023864747,0.6378333333333334,0.8127485761642456,0.717,0.717,0.016958096775614346,0.0,0.2558829820950826,0.2018003624677658,2.0320056196848553,0.6299947164853414,0.0,0.24325201161702473,0.4169073486328125,0.3398404720624288,0.3398404720624288,0.0,0.8948730578422547,0.3815807292461395,0.43354915372530617,0.0,0.21138306840260823,0.007070637291665965,0.49473607285817467,7.906086015065511,4.635335777282715,0.008856435631712277,31.641388194984756,379.25011146957297,3.298205090017291,606.3904291620371
5,0.7163929600000001,0.8138977357546489,0.8052878554662068,0.7261666666666666,0.6696722183227539,0.7665,0.7665,0.008781573759779955,0.0,0.2600256576538086,0.20857362206776936,2.061586160024007,0.5806031444867452,0.0,0.24376672514279685,0.4207709182103475,0.335462397257487,0.335462397257487,0.0,0.763281626701355,0.43397135424613953,0.4440960286458333,0.0,0.2791082744598389,0.006985765460878611,0.4813328241507212,7.337790799458822,5.686881085713704,0.008609871424734593,32.84395224301261,365.3640679785406,3.176626133994432,629.5987993667704
