epoch,train_loss,train_ce,train_acc,val_loss,val_acc,best_acc,write_budget,update_alive,class_read_div,lane_balance,slot_div,route_entropy_band,step_alive_budget,route_offdiag_outside_boundary_cost,route_allowed_mass,route_disallowed_mass,route_allowed_cost,route_uniform_cost,boundary_budget_cost,boundary_flatness,boundary_peak_count,boundary_soft_peak_count,boundary_peak_cost,boundary_flatness_cost,boundary_usefulness_cost,boundary_usefulness_proxy,late_input_read_cost,memory_write_cost,memory_overwrite_cost,memory_write_gate,memory_future_read,memory_head_consumer,memory_consumer_score,detail_attention_mass,detail_head_shortcut_cost,skip_gate_mean,skip_cost,update_collapse_proxy,residual_dominance_proxy,operator_complexity_cost,sequence_nonflat_score,sequence_route_delta_mean,sequence_primitive_delta_mean,sequence_read_delta_mean,logit_norm,pair_update_norm,train_seconds,train_batches_per_sec,train_samples_per_sec,eval_seconds,eval_batches_per_sec,eval_samples_per_sec
1,2.22494913482666,2.1943435955047605,0.16891666666666666,2.1096053829193115,0.1805,0.1805,5.2623522991780194e-05,0.0,0.7199971570968627,0.0,0.34090501737594603,0.00030230281919463667,0.00020444431446958334,0.44185667848587035,0.5927475366592407,0.407252516746521,0.407252516746521,0.034095664395950735,0.2800000216960907,3.1326093449024486e-08,0.0,1.776566656112671,0.04992245909571648,0.003599995993077755,0.00014400000509340316,0.0,0.08977359682321548,0.41142890882492067,0.017274792686104774,0.41142890882492067,0.20937267756462097,0.2499859708547592,0.4593586483001709,0.2499743778705597,0.0,0.0,0.0,0.10184384047985078,0.10184384047985078,0.0,0.01229856962710619,0.0005291224916145438,0.007546181090176105,0.0013654574993997811,0.2374976395368576,0.04875816589593887,0.0,0.0,0.0,4.576551318983547,0.8740205716492218,437.0102858246109
2,2.077506685256958,2.048557928085327,0.22458333333333333,1.9970743036270142,0.2585,0.2585,2.7538034318126848e-05,0.0,0.7189312376976014,0.0,0.21159197080135345,0.00018568513763602822,0.0002321817495394498,0.27373250675201416,0.7480928583145141,0.2519071955680847,0.2519071955680847,1.6166844812687485e-05,0.28000000953674314,3.2635404807024316e-08,0.0,1.7765664472579956,0.04992255234718323,0.003599995851516724,0.00014400000509340316,0.0,0.06763549461960792,0.4120716414451599,0.017444471910595893,0.4120716414451599,0.20428226804733277,0.2499083287715912,0.45419059562683106,0.2504133312702179,0.0,0.0,0.0,0.10170859849452972,0.10170859849452972,0.0,0.015006887838244437,0.0013533782791346311,0.007147549040615558,0.0014506624899804591,0.6149934139251709,0.05379427441954613,0.0,0.0,0.0,4.504893267992884,0.887923367334775,443.96168366738743
3,1.9415661382675171,1.9130960931777954,0.28458333333333335,1.8150179405212403,0.326,0.326,0.00016725133100148072,0.0,0.7106619362831116,0.0,0.12352662593126297,0.00013124480802798643,0.0002969959545880556,0.2558630690574646,0.7617247886657715,0.2382752605676651,0.2382752605676651,0.0,0.28000001311302186,3.211160625937737e-08,0.0,1.776566619873047,0.04992247515916824,0.003599995914846659,0.00014400000509340316,0.0,0.055886470079422,0.4261631407737732,0.021408950805664063,0.4261631407737732,0.19180797243118286,0.24963595008850098,0.4414439227581024,0.25302063608169556,0.0,0.0,0.0,0.10155049723386765,0.10155049723386765,0.0,0.018600646644830705,0.0015172927724197507,0.0074245017468929295,0.0018270904775708914,0.9576929960250854,0.06163176846504211,0.0,0.0,0.0,4.4463192989933304,0.899620502042132,449.81025102106594
4,1.8042745714187622,1.7753507852554322,0.34625,1.745111660003662,0.3555,0.3555,0.0027838145699352027,0.0,0.7002716994285584,0.0,0.10357560276985169,9.217359189642593e-05,0.00038178884098306296,0.279546790599823,0.7368561644554138,0.26314390659332276,0.26314390659332276,0.0,0.28000001645088196,3.101128439197964e-08,0.0,1.7765665941238404,0.04992248672246933,0.003599996041506529,0.00014400000509340316,0.0,0.05475724393129349,0.46452452874183653,0.03427231678366661,0.46452452874183653,0.18711005043983459,0.2500973434448242,0.437207391500473,0.256849112033844,0.0,0.0,0.0,0.10146796607971191,0.10146796607971191,0.0,0.022624598607420922,0.0019222622495144606,0.010308559224009514,0.0020449693277478217,1.4082641286849975,0.07642266923189163,0.0,0.0,0.0,4.455793572997209,0.897707655094395,448.85382754719745
5,1.6991453828811645,1.6696341705322266,0.383,1.5967373857498168,0.427,0.427,0.01405710406601429,0.0,0.6896452975273132,0.0,0.08548448574543,0.00010054305038647726,0.0005051236576400697,0.29412552309036255,0.7217054634094239,0.2782945907115936,0.2782945907115936,0.0,0.2800000166893005,3.011850824918838e-08,0.0,1.776566689491272,0.04992244407534599,0.0035999961905181406,0.00014400000509340316,0.0,0.0516685998737812,0.5293802552223206,0.06255184686183929,0.5293802552223206,0.1755235627889633,0.2507009062767029,0.426224470615387,0.26092524313926696,0.0,0.0,0.0,0.10137682849168778,0.10137682849168778,0.0,0.029215739518404008,0.0029476140700280666,0.015145429238677025,0.002462281860411167,1.794044765472412,0.09111254286766052,0.0,0.0,0.0,4.465815621981164,0.8956930465986155,447.8465232993077
6,1.619671097755432,1.5894269952774047,0.40941666666666665,1.5619509658813477,0.4165,0.427,0.03137816414237023,0.0,0.6840192823410034,0.0,0.07450115615129471,6.353760737692938e-05,0.0006251556938514113,0.29379175543785097,0.7190763874053955,0.2809236595630646,0.2809236595630646,0.0,0.2800000257492065,3.057679036544414e-08,0.0,1.7765667581558227,0.0499224137365818,0.0035999960899353025,0.00014400000509340316,0.0,0.05174789330363273,0.5880709199905395,0.09515303510427475,0.5880709199905395,0.1649468332529068,0.251015025138855,0.4159618577957153,0.26428403282165525,0.0,0.0,0.0,0.10128246074914932,0.10128246074914932,0.0,0.03686453437805176,0.00400265883281827,0.020438020467758177,0.002906594978645444,2.184003219604492,0.09950862830877304,0.0,0.0,0.0,4.367166237992933,0.9159257472732076,457.96287363660383
7,1.5614354543685913,1.5306361255645753,0.44033333333333335,1.4291918420791625,0.4735,0.4735,0.047329982608556746,0.0,0.6744583425521851,0.0,0.06451647409796715,3.24854119826341e-05,0.0007461318494752049,0.2948902525901794,0.7161202383041382,0.28387982249259947,0.28387982249259947,0.0,0.2800000243186951,3.0813464732659665e-08,0.0,1.7765667724609375,0.0499224072098732,0.003599996082484722,0.00014400000509340316,0.0,0.05389839231967926,0.6285954127311707,0.12167998337745667,0.6285954127311707,0.15965655040740967,0.2506552851200104,0.41031183791160586,0.26842829871177676,0.0,0.0,0.0,0.10118025380373001,0.10118025380373001,0.0,0.044437453210353854,0.005243219215422869,0.02535020300745964,0.0032677242197096347,2.5774855213165284,0.10185945755243302,0.0,0.0,0.0,3.643781801016303,1.097760573611829,548.8802868059145
